RESPOND,AGE,BUY18,CLIMATE,FICO,INCOME,MARRIED,OWNHOME,GENDER
0,20,1,10,673,60,1,0,F
1,57,1,10,632,61,1,0,M
0,67,0,10,692,35,1,0,M
0,26,1,10,633,67,0,0,F
0,41,0,10,700,23,0,1,M
0,45,1,10,738,39,0,0,M
0,37,0,10,713,40,0,0,F
0,44,0,10,657,52,1,0,M
0,69,0,10,638,37,1,0,M
1,49,2,10,637,56,1,0,M
0,61,0,10,701,58,1,1,M
0,39,1,10,699,37,0,1,M
1,33,0,10,691,53,0,0,M
0,67,1,10,713,19,1,1,F
0,47,0,10,661,36,0,0,F
0,68,0,10,625,53,0,0,F
0,47,0,10,739,35,1,0,F
0,54,0,10,735,67,1,0,M
0,41,1,10,692,52,1,0,F
1,48,0,10,718,42,1,0,F
0,67,0,10,686,28,0,1,F
0,24,3,10,701,51,1,0,F
0,66,1,10,725,63,1,0,M
0,58,1,10,717,63,0,0,F
0,33,0,10,739,45,0,0,M
0,55,0,10,698,49,0,0,M
0,55,0,10,651,54,1,0,M
0,29,1,10,645,55,1,0,M
0,51,0,10,708,38,1,1,M
0,42,0,10,687,30,0,1,F
0,71,0,10,711,60,1,0,M
0,34,1,10,632,47,0,0,M
0,32,1,10,672,66,1,0,M
0,42,1,10,670,40,1,0,F
0,39,1,10,677,24,0,0,M
0,19,0,10,680,30,0,0,F
1,53,1,10,737,72,1,1,M
0,51,0,10,691,18,1,0,M
1,50,0,10,699,42,1,0,F
0,27,2,10,629,32,0,0,F
0,46,0,10,697,64,1,0,M
0,51,0,10,708,23,1,0,F
0,59,0,10,734,31,1,0,F
1,45,1,10,681,58,1,1,F
0,58,0,10,711,26,1,1,M
0,35,1,10,675,62,0,0,F
0,53,0,10,686,40,1,0,M
0,70,0,10,681,30,1,0,M
1,29,1,10,649,40,0,0,F
0,32,0,10,696,86,0,0,M
0,44,0,10,705,49,1,0,M
0,75,0,10,631,61,1,0,F
0,44,0,10,721,58,1,0,M
1,69,0,10,691,47,1,1,F
1,34,0,10,,45,0,0,M
0,49,0,10,695,37,1,0,M
0,73,1,10,674,35,1,0,M
0,33,2,10,773,69,1,1,F
1,30,2,10,745,57,0,0,F
0,50,1,10,692,59,1,0,F
0,34,1,10,708,27,1,1,F
0,33,0,10,692,48,0,0,M
0,39,0,10,672,42,0,1,M
0,54,0,10,697,44,1,0,M
0,28,1,10,658,38,0,0,F
0,46,1,10,727,44,1,1,M
0,75,1,10,736,41,1,0,F
0,18,1,10,750,67,1,1,M
0,47,1,10,680,59,1,1,F
0,68,1,10,655,65,1,0,M
0,39,0,10,695,33,0,0,M
1,,0,10,664,,,,
0,45,0,10,743,45,1,1,F
0,55,1,10,681,57,1,0,M
0,62,1,10,732,70,0,1,F
0,43,0,10,691,41,1,1,M
0,60,0,10,724,33,1,0,F
0,35,1,10,723,45,0,0,F
0,40,1,10,724,42,0,0,M
1,50,0,10,670,65,1,0,M
0,51,0,10,690,61,0,0,M
0,63,1,10,718,23,1,1,M
0,45,0,10,684,43,1,1,M
0,,3,10,679,,,,
1,47,1,10,700,40,1,1,M
0,47,0,10,713,42,1,1,M
0,42,0,10,661,36,1,0,M
1,39,1,10,698,41,0,0,M
0,45,1,10,674,45,1,1,M
0,46,0,10,710,31,0,1,F
1,43,0,10,686,51,1,0,M
0,50,0,10,689,41,0,1,F
0,60,0,10,680,46,1,1,F
0,49,0,10,652,41,0,1,F
0,26,2,10,695,40,1,0,M
0,47,0,10,718,27,1,0,M
0,57,0,10,629,63,1,1,M
0,51,0,10,706,40,0,0,M
0,43,0,10,689,18,1,0,M
0,44,0,10,781,59,1,0,M
0,30,2,10,748,41,1,1,M
1,46,0,10,614,51,1,0,M
0,60,0,10,701,48,0,0,M
0,67,0,10,708,58,0,1,F
0,40,0,10,674,53,0,0,M
0,61,0,10,707,53,0,1,F
0,36,0,10,681,39,0,0,M
0,39,0,10,690,41,0,0,M
0,20,0,10,669,66,1,0,M
0,35,1,10,654,51,0,0,F
1,52,2,10,691,45,1,0,M
0,24,0,10,697,58,0,0,F
0,44,0,10,687,62,1,0,M
0,38,1,10,687,69,0,0,M
0,28,1,10,673,34,0,0,M
0,55,1,10,723,51,1,0,M
0,37,0,10,632,31,1,1,F
0,44,0,10,711,67,1,1,F
0,36,0,10,682,16,0,0,M
0,34,2,10,649,42,0,1,M
0,40,1,10,655,48,1,0,M
0,41,0,10,743,43,0,1,M
0,52,0,10,718,57,1,0,F
0,25,0,10,676,70,0,0,F
0,47,0,10,674,19,1,0,M
0,52,1,10,673,17,1,0,F
1,59,0,10,637,64,1,0,F
0,61,2,10,685,26,1,0,F
0,40,0,10,698,62,1,0,M
0,49,1,10,698,67,1,1,M
0,65,0,10,709,64,1,0,F
0,36,0,10,729,29,1,1,F
0,,0,10,693,,,,
0,34,1,10,706,36,0,0,M
0,38,0,10,687,54,0,0,M
0,29,1,10,682,49,0,0,F
0,34,0,10,657,22,0,0,F
1,66,0,10,682,27,1,1,F
0,52,0,10,686,41,1,0,M
0,32,2,10,684,25,1,0,M
0,52,0,10,725,44,1,0,M
0,39,1,10,690,65,0,1,F
0,46,0,10,686,37,1,1,F
0,45,0,10,684,36,0,1,F
0,36,0,10,726,44,1,0,F
0,61,0,10,671,46,1,1,M
1,49,2,10,722,57,1,0,F
0,41,0,10,723,36,0,1,M
0,49,0,10,674,61,1,0,M
0,64,1,10,716,39,1,0,F
0,51,0,10,685,61,1,0,M
0,45,0,10,717,48,1,0,M
1,18,1,10,691,20,1,1,M
0,51,1,10,637,45,1,0,F
0,49,1,10,676,50,1,0,M
1,50,1,10,671,57,1,0,M
0,58,1,10,687,36,1,1,M
0,40,0,10,683,23,1,0,M
0,31,0,10,625,69,0,1,F
0,23,0,10,677,56,0,0,M
0,54,0,10,675,35,0,0,F
0,35,0,10,712,28,0,1,F
0,56,0,10,624,61,1,0,M
0,44,0,10,698,33,1,1,F
1,52,0,10,761,33,1,0,F
0,26,0,10,635,64,1,0,M
0,35,2,10,743,75,1,0,M
0,62,0,10,726,18,1,0,F
1,49,1,10,674,62,0,0,M
0,26,0,10,653,76,0,0,M
0,56,0,10,673,32,1,0,M
0,36,1,10,692,18,0,1,F
0,46,0,10,719,45,0,1,M
0,35,1,10,663,17,1,0,F
0,28,0,10,708,68,0,1,F
0,68,0,10,687,29,1,0,M
1,45,0,10,705,64,1,0,F
1,44,0,10,690,51,1,0,F
0,39,1,10,699,55,0,1,M
0,31,1,10,705,70,1,1,M
0,34,1,10,698,39,0,1,M
0,58,0,10,703,51,1,1,M
0,45,0,10,683,55,1,0,M
0,32,0,10,685,54,0,0,M
0,28,0,10,651,52,0,1,M
1,47,1,10,713,40,1,1,M
0,41,0,10,722,31,0,1,F
0,54,1,10,662,27,0,0,F
0,19,0,10,700,43,0,0,M
0,39,0,10,734,42,0,0,F
0,46,0,10,647,57,1,0,F
0,45,1,10,694,41,1,1,M
0,,0,10,718,,,,
0,40,0,10,654,23,0,0,F
1,55,0,10,726,52,1,1,M
1,55,1,10,696,55,1,0,M
0,28,0,10,696,101,1,0,F
0,65,1,10,696,50,0,0,M
0,,0,10,725,,,,
0,62,1,10,655,53,1,0,F
0,52,0,10,666,46,0,0,M
0,49,0,10,743,43,1,1,M
0,39,0,10,691,17,0,0,F
0,38,0,10,695,32,0,0,F
0,33,1,10,627,63,0,0,M
0,45,0,10,668,39,1,1,M
0,45,0,10,704,65,0,0,M
0,56,2,10,650,48,1,1,M
0,54,1,10,693,42,1,0,M
0,71,0,10,693,36,0,0,F
0,35,0,10,704,65,1,0,M
0,50,1,10,725,41,1,0,F
0,47,1,10,696,29,0,0,M
0,46,0,10,727,38,1,1,F
0,46,0,10,698,38,1,1,M
0,30,1,10,751,57,1,1,F
1,55,0,10,697,19,1,1,F
0,46,1,10,721,31,1,1,F
0,18,1,10,664,48,0,0,F
0,34,0,10,701,30,0,0,F
0,62,0,10,676,36,1,0,M
0,70,1,10,715,33,0,0,M
0,49,0,10,673,57,1,0,F
0,48,0,10,718,49,1,0,M
0,43,1,10,673,38,1,1,M
1,,0,10,669,,,,
0,45,1,10,705,45,0,0,F
0,47,0,10,714,51,0,0,M
0,38,0,10,719,37,1,0,M
0,61,0,10,703,43,0,0,F
0,55,1,10,720,42,1,1,M
0,51,0,10,693,40,0,0,M
0,52,1,10,706,61,1,0,F
0,41,0,10,649,29,0,0,F
0,36,1,10,671,35,0,1,M
0,37,0,10,717,23,1,0,M
0,66,0,10,738,31,0,0,F
0,29,1,10,723,59,0,1,M
0,57,1,10,766,48,0,1,M
0,41,0,10,730,47,1,0,F
0,44,1,10,728,45,1,0,M
1,57,1,10,699,52,1,0,F
0,32,0,10,713,64,1,0,M
0,38,0,10,743,52,0,0,M
0,49,0,10,665,76,1,0,F
0,31,1,10,692,47,0,0,M
0,51,2,10,715,39,1,1,M
0,51,0,10,707,40,1,0,M
0,61,0,10,707,36,1,0,M
0,25,0,10,729,41,0,0,F
0,37,1,10,714,29,0,1,M
0,42,0,10,731,38,1,1,F
0,52,0,10,677,29,1,1,F
0,,0,10,724,,,,
0,26,0,10,642,44,1,0,F
0,48,0,10,645,63,1,0,M
0,42,0,10,653,38,1,0,M
0,39,1,10,726,24,1,0,F
0,51,1,10,719,42,1,0,F
0,67,0,10,632,25,0,0,M
1,52,1,10,727,42,0,1,M
1,62,0,10,681,62,1,0,F
0,23,0,10,708,36,0,1,F
0,62,0,10,667,22,1,0,M
0,49,1,10,740,18,1,0,F
0,61,0,10,693,48,1,0,M
0,56,1,10,728,30,1,0,F
0,70,0,10,701,47,1,0,F
0,56,0,10,694,83,1,0,M
0,69,0,10,740,68,1,0,F
0,57,0,10,725,37,1,0,F
0,46,0,10,710,40,1,1,M
0,75,0,10,712,39,0,0,F
0,43,0,10,679,56,1,0,M
0,57,0,10,646,37,1,0,M
0,37,0,10,707,37,0,0,F
0,50,0,10,687,71,1,0,M
0,42,1,10,649,61,1,0,F
0,63,1,10,720,54,1,1,M
0,37,0,10,658,47,0,1,M
0,24,0,10,686,66,1,1,M
0,42,0,10,691,55,1,0,M
0,63,0,10,729,67,1,0,M
0,43,1,10,715,31,1,0,M
0,59,0,10,678,30,1,0,M
0,44,1,10,660,55,1,1,F
0,46,0,10,640,31,1,0,F
0,49,2,10,665,29,1,1,F
0,52,0,10,695,56,1,0,M
0,48,0,10,713,63,1,0,F
0,50,0,10,741,49,1,0,M
0,55,0,10,697,47,1,0,F
0,53,0,10,700,41,1,1,M
1,32,0,10,695,30,0,1,F
0,40,0,10,700,38,1,1,F
0,41,0,10,724,43,1,0,M
0,58,0,10,683,67,1,0,F
0,54,0,10,717,52,1,0,M
0,23,0,10,749,46,1,0,M
0,47,0,10,675,31,1,0,F
0,51,1,10,682,26,1,0,F
1,47,0,10,727,67,1,1,M
0,42,0,10,694,35,0,0,F
0,38,0,10,694,64,0,0,M
0,46,0,10,733,38,0,0,M
0,24,0,10,735,59,0,0,F
1,40,0,10,722,16,1,0,F
0,58,0,10,687,17,1,0,F
0,28,1,10,717,35,0,0,F
0,43,0,10,680,65,1,0,M
0,39,0,10,650,41,0,1,M
0,45,1,10,697,58,1,1,M
0,58,0,10,738,74,1,0,M
0,48,1,10,696,37,1,0,M
0,,0,10,665,,,,
0,55,0,10,729,36,1,1,F
0,38,1,10,654,28,0,0,M
0,75,0,10,622,48,0,0,M
0,71,0,10,718,47,1,1,M
0,71,0,10,729,22,1,0,M
1,49,0,10,618,70,1,0,M
0,20,0,10,654,44,0,0,M
0,43,0,10,693,41,0,0,M
0,18,0,10,659,36,0,0,M
0,55,0,10,704,52,1,0,F
1,37,0,10,698,85,0,0,F
0,45,0,10,669,40,1,1,F
0,41,1,10,713,36,1,1,F
0,39,0,10,718,44,0,0,M
0,41,0,10,704,38,1,0,M
0,48,0,10,687,59,0,0,M
0,46,0,10,701,29,1,0,M
0,37,1,10,694,67,1,1,M
0,45,1,10,706,66,1,0,M
0,47,1,10,674,51,1,0,M
0,48,0,10,648,33,1,0,M
0,57,0,10,692,42,1,1,F
0,47,1,10,724,41,1,1,M
0,42,0,10,697,44,1,1,M
0,46,0,10,671,47,1,1,M
0,44,0,10,713,30,1,1,F
0,70,1,10,637,54,0,0,M
0,42,0,10,670,37,0,0,M
0,20,0,10,681,61,0,0,F
0,43,2,10,760,45,1,0,F
1,48,0,10,700,31,0,1,F
0,42,1,10,709,37,1,0,M
0,31,1,10,728,38,0,1,M
0,47,1,10,654,51,1,0,M
0,42,0,10,720,47,1,1,F
0,28,0,10,659,25,0,0,M
0,54,1,10,729,22,1,0,F
0,31,0,10,656,45,1,1,M
0,66,0,10,716,39,1,1,M
0,35,0,10,709,60,0,1,M
0,19,1,10,687,33,1,1,M
1,49,0,10,700,87,1,0,F
0,67,0,10,663,44,0,1,F
0,50,1,10,692,53,1,0,M
0,49,0,10,652,25,1,0,F
1,44,0,10,670,17,1,1,F
0,42,0,10,675,66,1,0,F
1,31,1,10,647,71,1,1,M
0,37,1,10,665,51,0,0,F
0,65,1,10,718,29,1,0,M
1,,0,10,668,,,,
1,45,1,10,684,52,1,0,M
0,63,1,10,688,70,1,0,M
0,49,0,10,722,41,1,1,F
0,60,1,10,674,47,1,0,F
0,39,0,10,741,64,0,0,M
0,49,1,10,714,66,1,0,F
0,32,0,10,668,29,0,0,F
0,31,1,10,655,90,0,0,M
0,34,1,10,665,39,0,1,M
0,34,0,10,745,39,0,0,M
0,25,0,10,700,65,1,0,M
0,48,0,10,700,39,1,0,F
0,60,2,10,709,66,1,0,M
0,52,0,10,720,77,1,0,F
0,29,0,10,695,49,0,0,M
1,59,0,10,687,54,0,1,M
0,40,0,10,668,61,1,0,F
0,59,0,10,741,61,1,0,M
1,45,0,10,604,19,1,0,F
0,61,1,10,713,61,1,0,M
0,49,0,10,742,25,1,0,M
0,67,1,10,681,53,1,0,F
0,50,0,10,674,57,1,0,M
0,45,1,10,679,37,1,1,M
0,36,0,10,738,52,0,0,F
1,58,0,10,681,68,1,0,M
0,44,0,10,761,72,1,0,M
0,32,0,10,597,39,0,0,M
0,73,0,10,714,51,1,1,M
0,,1,10,640,,,,
0,30,0,10,711,38,0,0,M
0,54,0,10,670,16,1,0,M
0,35,0,10,723,44,0,0,F
0,63,0,10,716,72,1,0,M
1,46,0,10,636,33,1,0,F
0,62,0,10,686,39,0,0,F
0,42,0,10,746,54,0,0,M
1,,0,10,715,,,,
0,35,0,10,645,47,0,0,M
0,54,0,10,675,42,1,0,M
0,54,0,10,650,51,0,0,F
0,45,0,10,680,35,1,0,M
0,40,0,10,716,61,1,0,M
0,43,0,10,711,47,1,0,M
0,29,1,10,713,61,1,0,M
0,39,0,10,707,40,0,0,M
0,31,0,10,682,18,0,0,F
0,71,0,10,652,37,1,0,M
0,30,0,10,664,33,0,0,F
0,33,0,10,685,39,0,0,F
1,40,0,10,767,32,1,0,F
0,40,1,10,653,60,1,0,M
0,28,0,10,721,61,1,0,F
0,61,1,10,721,17,1,0,F
1,47,1,10,720,36,1,0,F
0,56,0,10,630,37,1,1,M
0,47,0,10,709,63,1,0,F
1,48,0,10,682,41,0,0,M
0,55,1,10,697,22,1,0,F
0,46,0,10,708,46,1,0,M
1,39,0,10,673,64,1,0,F
0,45,2,10,716,47,1,0,M
0,41,0,10,749,57,1,0,M
0,38,1,10,727,42,0,1,M
1,46,0,10,667,54,1,1,F
0,40,0,10,688,38,1,1,M
0,30,0,10,683,16,1,1,M
0,46,1,10,727,32,1,1,F
1,57,0,10,649,66,1,0,M
0,38,0,10,698,43,0,0,M
0,40,0,10,717,20,1,0,M
0,32,0,10,705,41,0,0,F
0,43,1,10,695,72,1,0,M
0,63,0,10,725,36,1,0,F
0,40,0,10,641,48,1,0,M
0,50,0,10,669,26,1,1,F
1,51,0,10,695,61,1,0,F
0,42,0,10,699,42,1,0,M
0,45,1,10,697,63,1,0,M
0,24,0,10,693,69,0,0,M
0,45,0,10,704,44,1,0,M
0,47,0,10,682,37,1,0,M
0,36,0,10,672,23,0,0,F
0,45,0,10,614,16,1,0,M
0,39,1,10,693,18,1,0,M
0,43,1,10,663,47,1,0,M
0,36,1,10,650,47,0,1,F
0,47,1,10,724,38,1,0,M
0,31,0,10,653,24,0,0,M
0,,0,10,715,,,,
0,50,0,10,715,38,0,0,M
0,49,0,10,736,65,1,0,M
0,28,0,10,721,37,0,0,M
0,47,0,10,739,38,1,0,F
0,34,0,10,691,33,0,0,M
0,23,0,10,736,35,0,0,M
0,31,0,10,670,46,0,0,M
0,39,0,10,710,25,0,0,F
0,47,0,10,663,57,1,0,F
0,68,1,10,690,36,1,0,M
1,41,1,10,685,35,1,1,F
0,66,1,10,700,40,0,0,F
0,32,0,10,665,46,0,0,M
0,58,0,10,723,21,1,1,F
0,49,1,10,648,32,1,0,M
0,34,0,10,680,38,0,1,F
1,45,0,10,680,60,1,0,F
0,60,0,10,668,22,1,1,F
0,30,0,10,742,46,1,1,M
0,38,0,10,768,48,0,0,F
0,59,0,10,737,56,1,1,F
0,41,1,10,704,36,0,0,M
0,54,0,10,664,68,0,0,F
0,42,2,10,704,29,1,0,F
0,38,2,10,666,37,0,1,M
0,35,1,10,682,62,0,0,M
0,69,0,10,710,50,1,0,F
0,45,0,10,686,38,1,0,F
0,37,0,10,746,41,0,1,M
0,47,0,10,698,36,1,1,F
0,51,0,10,673,71,0,1,F
0,41,0,10,736,57,1,0,M
0,35,0,10,691,53,1,0,M
0,47,0,10,670,32,1,0,F
0,39,0,10,700,40,0,0,M
0,41,0,10,699,28,1,1,F
0,44,1,10,628,48,1,0,F
0,37,0,10,693,52,0,0,F
0,58,0,10,705,17,1,0,M
0,51,0,10,681,33,0,0,F
0,32,0,10,659,38,0,0,M
0,53,0,10,657,19,1,0,F
0,,0,10,710,,,,
1,31,1,10,702,53,0,0,F
0,55,0,10,696,66,1,0,F
0,49,0,10,729,41,1,0,M
0,59,0,10,700,64,1,0,F
0,41,1,10,662,43,0,0,M
0,56,0,10,641,56,0,0,M
0,49,0,10,725,48,1,0,M
1,32,0,10,739,17,0,0,F
0,51,0,10,707,37,1,1,F
0,50,0,10,700,36,1,1,M
0,46,0,10,718,33,1,0,M
0,43,0,10,667,61,0,0,M
0,32,0,10,700,54,1,0,F
0,55,0,10,686,52,1,0,F
0,44,0,10,730,47,1,0,F
1,,0,10,700,,,,
0,75,1,10,655,48,0,0,M
0,46,0,10,708,37,0,1,F
0,30,0,10,684,46,0,0,M
0,56,0,10,701,55,1,1,M
0,65,0,10,703,60,1,1,F
0,42,0,10,715,31,1,0,M
0,43,1,10,668,23,1,0,F
0,35,2,10,654,57,0,0,M
0,38,0,10,691,25,0,0,M
0,34,0,10,707,42,0,1,F
1,43,0,10,690,70,1,0,F
0,62,0,10,694,39,0,0,F
0,35,0,10,651,70,1,1,F
1,70,0,10,717,43,1,0,F
0,39,0,10,602,24,1,0,M
0,49,0,10,676,43,1,0,F
0,50,0,10,672,32,1,0,F
0,37,0,10,701,51,0,1,F
0,58,0,10,676,37,1,1,F
0,35,0,10,688,19,0,0,M
0,36,2,10,686,39,0,1,M
0,59,0,10,743,52,0,0,F
0,44,1,10,675,44,1,0,M
0,58,0,10,634,44,1,0,F
0,38,1,10,702,67,0,0,M
0,27,0,10,643,23,0,0,F
0,30,0,10,693,31,0,0,M
1,61,0,10,660,28,1,1,M
0,49,0,10,685,32,1,0,F
0,42,0,10,717,30,1,0,F
0,37,1,10,742,33,0,0,M
0,38,0,10,652,65,0,0,F
0,39,0,10,719,63,0,0,M
0,40,0,10,705,59,1,0,M
1,43,0,10,691,28,1,0,F
1,51,0,10,713,58,1,0,F
0,53,0,10,698,56,1,0,M
0,43,0,10,738,47,1,0,F
0,61,0,10,685,73,0,0,M
0,73,1,10,691,59,1,0,M
0,54,1,10,643,45,1,0,M
0,44,0,10,697,39,1,1,M
0,43,1,10,720,40,1,1,M
1,61,1,10,664,58,1,0,F
0,38,0,10,669,43,0,0,M
0,48,0,10,697,36,1,0,M
0,32,0,10,710,17,1,0,M
0,30,1,10,687,56,0,0,M
0,48,0,10,712,35,0,0,F
1,42,1,10,681,55,1,0,F
0,49,0,10,709,19,0,0,F
0,45,1,10,723,40,1,1,M
0,38,0,10,704,43,0,0,M
0,44,0,10,671,61,1,0,F
0,42,0,10,697,36,1,0,F
0,35,0,10,696,58,0,0,M
0,33,1,10,641,18,1,0,F
0,42,0,10,684,35,1,0,M
1,51,1,10,700,63,1,1,F
0,50,1,10,688,54,1,0,M
0,18,0,10,702,54,0,1,M
0,34,0,10,728,21,0,0,M
0,62,1,10,697,34,1,0,F
0,52,1,10,668,31,1,0,F
0,29,0,10,683,51,1,0,F
0,28,0,10,715,68,1,0,M
0,47,0,10,716,46,0,0,M
0,41,0,10,732,23,1,1,M
0,28,1,10,680,74,0,0,F
0,43,1,10,693,38,0,0,F
0,47,0,10,696,41,1,1,M
0,41,0,10,704,30,1,1,M
0,52,1,10,690,55,0,0,M
0,50,0,10,743,71,1,0,F
0,49,1,10,688,60,1,0,F
0,39,1,10,651,37,0,1,M
0,43,2,10,707,41,1,1,M
0,42,1,10,686,36,1,1,F
0,60,0,10,720,44,0,0,F
0,31,0,10,662,35,0,1,F
0,48,2,10,691,37,1,1,M
1,,0,10,713,,,,
1,39,1,10,745,44,0,0,F
0,27,0,10,693,51,1,1,M
0,42,0,10,724,44,1,0,M
0,44,0,10,676,51,1,0,M
0,45,0,10,684,33,1,0,M
0,54,0,10,674,53,1,1,F
0,48,0,10,720,41,1,1,M
0,49,0,10,729,45,0,0,M
1,45,0,10,707,50,1,1,M
0,37,2,10,708,36,0,0,M
0,56,0,10,711,65,1,0,F
0,49,0,10,671,56,1,0,F
0,43,0,10,700,27,1,0,F
0,57,1,10,685,64,1,0,F
0,46,0,10,706,39,1,1,M
0,42,0,10,710,32,1,0,F
0,43,0,10,718,33,1,0,F
0,19,0,10,702,35,1,1,F
0,54,0,10,637,39,0,1,F
0,64,0,10,689,35,1,0,M
0,52,0,10,715,40,0,1,F
0,26,1,10,668,68,0,0,M
0,28,0,10,709,29,0,0,M
0,41,0,10,689,38,1,0,M
0,46,0,10,728,65,1,1,M
0,54,0,10,653,64,1,0,M
0,44,0,10,732,39,1,0,M
1,46,0,10,711,73,0,0,F
0,24,0,10,700,65,0,0,M
0,27,0,10,700,71,0,0,F
0,54,1,10,662,23,1,0,F
0,19,1,10,680,61,1,1,F
1,48,0,10,702,50,1,0,M
0,54,0,10,700,38,1,1,F
0,32,0,10,648,35,0,0,M
0,35,0,10,713,19,1,0,M
0,43,1,10,664,52,1,0,M
0,47,0,10,706,43,1,0,M
0,44,1,10,698,37,1,0,M
1,35,1,10,687,46,0,0,F
0,40,0,10,700,47,1,0,M
0,46,0,10,641,33,0,0,F
0,47,0,10,751,27,1,1,F
0,28,0,10,715,61,0,0,M
0,37,0,10,719,67,0,0,F
0,31,1,10,665,20,0,0,M
0,50,1,10,665,36,1,0,M
0,70,0,10,697,60,0,0,F
0,41,0,10,684,57,0,0,M
0,43,0,10,720,67,1,0,M
0,32,0,10,662,47,0,0,M
1,48,0,10,689,56,0,0,M
1,52,1,10,726,30,1,1,F
0,43,2,10,649,49,1,0,M
1,34,0,10,687,30,0,1,F
0,50,0,10,626,25,1,0,M
0,36,0,10,681,37,0,0,M
0,42,2,10,669,47,0,1,M
0,49,1,10,694,38,1,0,F
0,42,0,10,714,40,1,1,M
0,55,0,10,705,34,0,0,M
0,59,0,10,657,53,0,0,M
1,,1,10,737,,,,
0,28,0,10,735,72,1,0,F
0,34,1,10,667,56,1,0,F
1,52,0,10,735,37,1,1,F
0,49,0,10,712,66,1,0,M
0,42,1,10,678,41,1,1,M
0,45,0,10,709,63,1,0,F
0,55,0,10,717,55,1,0,F
0,36,0,10,668,34,0,0,M
0,43,0,10,692,60,1,0,F
1,34,0,10,652,45,0,0,M
0,45,0,10,641,17,0,0,F
0,38,1,10,639,67,0,0,F
0,31,0,10,698,54,0,0,M
0,42,1,10,694,38,1,1,F
0,34,0,10,693,24,0,0,M
0,21,0,10,696,65,1,0,F
0,52,0,10,662,58,1,1,M
1,27,0,10,708,56,0,1,M
0,43,1,10,675,60,1,0,M
0,40,2,10,718,47,0,0,M
0,73,0,10,692,21,1,0,F
0,69,0,10,680,22,1,1,M
0,59,1,10,689,69,1,1,M
0,63,0,10,645,31,1,0,F
0,26,0,10,691,63,0,0,M
1,45,0,10,695,60,1,0,F
0,33,2,10,683,39,0,0,M
0,42,0,10,735,45,1,0,F
0,46,2,10,695,29,1,0,F
0,62,0,10,728,32,1,0,F
0,43,0,10,668,42,1,0,M
0,58,0,10,730,59,1,1,F
0,44,0,10,710,34,1,0,M
0,45,2,10,771,34,0,0,F
0,40,0,10,649,36,0,1,M
0,47,2,10,706,38,0,1,M
0,60,0,10,718,53,1,0,M
1,39,1,10,736,52,0,1,M
0,42,0,10,684,74,1,0,F
0,53,0,10,724,39,1,0,M
0,38,1,10,685,25,0,0,M
1,47,0,10,682,61,1,0,M
1,27,0,10,664,48,0,1,F
1,22,0,10,676,36,0,1,F
0,38,0,10,685,33,0,0,M
0,31,0,10,705,77,0,0,F
1,35,1,10,699,30,0,0,F
0,29,0,10,675,72,1,0,F
0,23,0,10,683,34,0,0,M
0,,0,10,702,,,,
0,49,2,10,746,23,1,0,F
0,54,0,10,661,47,1,0,M
0,57,0,10,697,65,0,0,M
1,49,0,10,673,60,1,1,M
1,41,2,10,721,52,1,0,M
0,65,0,10,675,20,1,1,F
0,51,1,10,697,59,1,1,F
0,31,0,10,692,44,0,1,M
0,47,0,10,715,42,1,0,M
0,66,0,10,704,53,1,0,M
0,46,0,10,692,33,1,0,F
0,51,0,10,675,43,1,0,F
1,46,2,10,692,58,1,0,M
0,37,1,10,649,36,0,1,M
0,46,0,10,710,41,0,0,M
0,45,0,10,671,67,1,0,M
0,33,0,10,652,30,0,0,M
1,42,0,10,678,57,1,0,M
0,45,0,10,688,41,0,0,M
0,52,0,10,713,59,0,0,F
0,33,2,10,755,38,0,1,M
0,41,0,10,715,52,0,1,M
0,44,0,10,699,34,0,0,F
0,43,0,10,746,36,1,0,M
0,34,0,10,706,59,0,0,M
0,56,0,10,705,33,0,0,F
0,75,0,10,704,44,0,0,M
0,42,0,10,672,46,1,1,F
0,59,0,10,705,60,0,0,M
1,51,0,10,678,54,0,0,F
0,,1,10,616,,,,
0,25,0,10,680,58,0,1,M
0,46,0,10,692,44,1,0,M
0,44,0,10,731,33,1,1,F
0,29,1,10,698,44,0,1,F
0,30,0,10,672,59,1,0,M
0,57,1,10,710,61,1,0,F
0,19,0,10,649,44,0,0,F
0,28,0,10,732,60,0,0,F
0,59,0,10,713,57,0,1,M
0,52,0,10,722,54,1,0,F
0,54,0,10,712,40,1,0,M
0,47,0,10,735,56,0,0,M
0,43,1,10,723,29,1,0,F
0,58,0,10,662,53,0,0,M
0,32,0,10,722,54,0,0,M
0,47,1,10,687,23,0,0,F
0,73,0,10,691,24,0,0,F
0,61,0,10,649,32,1,0,M
0,54,0,10,675,68,1,0,M
0,29,0,10,685,64,0,0,M
0,54,0,10,646,33,1,0,F
0,50,0,10,728,61,1,0,M
0,56,0,10,671,16,1,0,M
0,52,1,10,676,58,1,0,M
0,46,1,10,734,42,1,0,M
0,50,0,10,658,41,1,1,F
0,58,1,10,707,58,1,0,M
0,52,0,10,687,63,1,0,M
0,38,0,10,705,54,0,1,F
0,58,0,10,658,42,1,0,M
0,59,0,10,729,66,1,1,M
0,,0,10,739,,,,
0,47,1,10,744,69,1,1,M
0,57,0,10,686,60,1,0,M
0,37,0,10,705,61,0,0,M
0,20,0,10,626,65,1,0,M
0,51,0,10,672,33,1,0,F
0,49,0,10,657,33,0,0,F
0,35,0,10,669,38,0,1,M
